archive_tier,mirror_by_default,ownership_confidence,public_body_or_project,forge,repository,web_url,clone_url,default_branch,archived,visibility,size_kb,evidence_url,evidence_note,notes
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/data.marine.ie,https://github.com/IrishMarineInstitute/data.marine.ie,https://github.com/IrishMarineInstitute/data.marine.ie.git,master,false,public,673,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/datasetsxml,https://github.com/IrishMarineInstitute/datasetsxml,https://github.com/IrishMarineInstitute/datasetsxml.git,master,false,public,8,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/DATRASDownloadR,https://github.com/IrishMarineInstitute/DATRASDownloadR,https://github.com/IrishMarineInstitute/DATRASDownloadR.git,main,false,public,7,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/digital-stockbook,https://github.com/IrishMarineInstitute/digital-stockbook,https://github.com/IrishMarineInstitute/digital-stockbook.git,master,false,public,457347,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/dm,https://github.com/IrishMarineInstitute/dm,https://github.com/IrishMarineInstitute/dm.git,master,true,public,101,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/dm.belmullet2tcp,https://github.com/IrishMarineInstitute/dm.belmullet2tcp,https://github.com/IrishMarineInstitute/dm.belmullet2tcp.git,master,false,public,1,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/dm.compass,https://github.com/IrishMarineInstitute/dm.compass,https://github.com/IrishMarineInstitute/dm.compass.git,master,false,public,76,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/dm.dashboard,https://github.com/IrishMarineInstitute/dm.dashboard,https://github.com/IrishMarineInstitute/dm.dashboard.git,master,true,public,866,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/dm.rinvilleaiskplex,https://github.com/IrishMarineInstitute/dm.rinvilleaiskplex,https://github.com/IrishMarineInstitute/dm.rinvilleaiskplex.git,master,false,public,1,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/dm.vector,https://github.com/IrishMarineInstitute/dm.vector,https://github.com/IrishMarineInstitute/dm.vector.git,master,false,public,806,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/docker-argo-erddap,https://github.com/IrishMarineInstitute/docker-argo-erddap,https://github.com/IrishMarineInstitute/docker-argo-erddap.git,master,false,public,24,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/docker-erddap,https://github.com/IrishMarineInstitute/docker-erddap,https://github.com/IrishMarineInstitute/docker-erddap.git,master,false,public,21,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/ecosystem_case,https://github.com/IrishMarineInstitute/ecosystem_case,https://github.com/IrishMarineInstitute/ecosystem_case.git,master,false,public,1212459,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/erddap-datasets-index,https://github.com/IrishMarineInstitute/erddap-datasets-index,https://github.com/IrishMarineInstitute/erddap-datasets-index.git,master,false,public,41,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/erddap-js,https://github.com/IrishMarineInstitute/erddap-js,https://github.com/IrishMarineInstitute/erddap-js.git,master,false,public,2638,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/erddap-leaflet-velocity-demo,https://github.com/IrishMarineInstitute/erddap-leaflet-velocity-demo,https://github.com/IrishMarineInstitute/erddap-leaflet-velocity-demo.git,main,false,public,191,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/erddap-lint,https://github.com/IrishMarineInstitute/erddap-lint,https://github.com/IrishMarineInstitute/erddap-lint.git,master,false,public,399,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/erddap-query-alt-form,https://github.com/IrishMarineInstitute/erddap-query-alt-form,https://github.com/IrishMarineInstitute/erddap-query-alt-form.git,master,false,public,2264,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/Erddap-Voxel-Space,https://github.com/IrishMarineInstitute/Erddap-Voxel-Space,https://github.com/IrishMarineInstitute/Erddap-Voxel-Space.git,master,false,public,105942,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/erddap-web-components,https://github.com/IrishMarineInstitute/erddap-web-components,https://github.com/IrishMarineInstitute/erddap-web-components.git,master,false,public,285,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/ESMValCore,https://github.com/IrishMarineInstitute/ESMValCore,https://github.com/IrishMarineInstitute/ESMValCore.git,main,false,public,141801,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/ESMValTool,https://github.com/IrishMarineInstitute/ESMValTool,https://github.com/IrishMarineInstitute/ESMValTool.git,main,false,public,233845,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/EuroSea,https://github.com/IrishMarineInstitute/EuroSea,https://github.com/IrishMarineInstitute/EuroSea.git,main,false,public,37147,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/eurosea_historical_data_web,https://github.com/IrishMarineInstitute/eurosea_historical_data_web,https://github.com/IrishMarineInstitute/eurosea_historical_data_web.git,main,false,public,2280,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/feas_info_tagging,https://github.com/IrishMarineInstitute/feas_info_tagging,https://github.com/IrishMarineInstitute/feas_info_tagging.git,main,false,public,928,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/freeboard,https://github.com/IrishMarineInstitute/freeboard,https://github.com/IrishMarineInstitute/freeboard.git,master,false,public,3072,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/Galway-Bay-QR,https://github.com/IrishMarineInstitute/Galway-Bay-QR,https://github.com/IrishMarineInstitute/Galway-Bay-QR.git,main,false,public,324,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/gdxify,https://github.com/IrishMarineInstitute/gdxify,https://github.com/IrishMarineInstitute/gdxify.git,master,false,public,0,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/geocalculator-,https://github.com/IrishMarineInstitute/geocalculator-,https://github.com/IrishMarineInstitute/geocalculator-.git,master,false,public,362,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/geoserver-voxel-space,https://github.com/IrishMarineInstitute/geoserver-voxel-space,https://github.com/IrishMarineInstitute/geoserver-voxel-space.git,master,false,public,8,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/graphqldap_v1_examples,https://github.com/IrishMarineInstitute/graphqldap_v1_examples,https://github.com/IrishMarineInstitute/graphqldap_v1_examples.git,master,false,public,167,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/grok-raw-inst,https://github.com/IrishMarineInstitute/grok-raw-inst,https://github.com/IrishMarineInstitute/grok-raw-inst.git,master,false,public,10,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/hydrophonewaterfall,https://github.com/IrishMarineInstitute/hydrophonewaterfall,https://github.com/IrishMarineInstitute/hydrophonewaterfall.git,master,false,public,136,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/ICES2NVS_semantic_map,https://github.com/IrishMarineInstitute/ICES2NVS_semantic_map,https://github.com/IrishMarineInstitute/ICES2NVS_semantic_map.git,main,false,public,3063,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/ido.api,https://github.com/IrishMarineInstitute/ido.api,https://github.com/IrishMarineInstitute/ido.api.git,master,false,public,22,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/ido.js,https://github.com/IrishMarineInstitute/ido.js,https://github.com/IrishMarineInstitute/ido.js.git,master,true,public,629,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/IFBA,https://github.com/IrishMarineInstitute/IFBA,https://github.com/IrishMarineInstitute/IFBA.git,master,false,public,80873,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/igfs-data-explorer,https://github.com/IrishMarineInstitute/igfs-data-explorer,https://github.com/IrishMarineInstitute/igfs-data-explorer.git,master,false,public,177535,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/igfstest,https://github.com/IrishMarineInstitute/igfstest,https://github.com/IrishMarineInstitute/igfstest.git,master,false,public,22547,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/IliadHackathonDTO-SeaLlama,https://github.com/IrishMarineInstitute/IliadHackathonDTO-SeaLlama,https://github.com/IrishMarineInstitute/IliadHackathonDTO-SeaLlama.git,main,false,public,4883,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/Image-annotation-R-Shiny-app,https://github.com/IrishMarineInstitute/Image-annotation-R-Shiny-app,https://github.com/IrishMarineInstitute/Image-annotation-R-Shiny-app.git,master,false,public,18804,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/infomar-leaflet-viewers,https://github.com/IrishMarineInstitute/infomar-leaflet-viewers,https://github.com/IrishMarineInstitute/infomar-leaflet-viewers.git,master,false,public,38615,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/irish_sea_sensitivity_analysis,https://github.com/IrishMarineInstitute/irish_sea_sensitivity_analysis,https://github.com/IrishMarineInstitute/irish_sea_sensitivity_analysis.git,main,false,public,269714,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/iVMS_public,https://github.com/IrishMarineInstitute/iVMS_public,https://github.com/IrishMarineInstitute/iVMS_public.git,master,false,public,12341,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/kplex,https://github.com/IrishMarineInstitute/kplex,https://github.com/IrishMarineInstitute/kplex.git,master,false,public,416,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/marine-data-linter,https://github.com/IrishMarineInstitute/marine-data-linter,https://github.com/IrishMarineInstitute/marine-data-linter.git,master,false,public,0,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/Marine-Heat-Waves,https://github.com/IrishMarineInstitute/Marine-Heat-Waves,https://github.com/IrishMarineInstitute/Marine-Heat-Waves.git,main,false,public,1103,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/metadata-profile-for-marine-plans,https://github.com/IrishMarineInstitute/metadata-profile-for-marine-plans,https://github.com/IrishMarineInstitute/metadata-profile-for-marine-plans.git,main,false,public,826,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/mi-ctd-data-processing,https://github.com/IrishMarineInstitute/mi-ctd-data-processing,https://github.com/IrishMarineInstitute/mi-ctd-data-processing.git,main,false,public,43014,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/model-v,https://github.com/IrishMarineInstitute/model-v,https://github.com/IrishMarineInstitute/model-v.git,master,false,public,10298,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/mydas2,https://github.com/IrishMarineInstitute/mydas2,https://github.com/IrishMarineInstitute/mydas2.git,main,false,public,0,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/national-oceanographic-data-centre,https://github.com/IrishMarineInstitute/national-oceanographic-data-centre,https://github.com/IrishMarineInstitute/national-oceanographic-data-centre.git,master,false,public,5224,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/ncgraphql.js,https://github.com/IrishMarineInstitute/ncgraphql.js,https://github.com/IrishMarineInstitute/ncgraphql.js.git,master,false,public,4035,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/near-ido,https://github.com/IrishMarineInstitute/near-ido,https://github.com/IrishMarineInstitute/near-ido.git,master,false,public,16,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/node-red-fluorometer,https://github.com/IrishMarineInstitute/node-red-fluorometer,https://github.com/IrishMarineInstitute/node-red-fluorometer.git,master,false,public,0,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/notebooks,https://github.com/IrishMarineInstitute/notebooks,https://github.com/IrishMarineInstitute/notebooks.git,master,false,public,41,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/oceanmodeltoolbox,https://github.com/IrishMarineInstitute/oceanmodeltoolbox,https://github.com/IrishMarineInstitute/oceanmodeltoolbox.git,master,false,public,69373,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/OGI_MIPilot,https://github.com/IrishMarineInstitute/OGI_MIPilot,https://github.com/IrishMarineInstitute/OGI_MIPilot.git,master,false,public,5916,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/om,https://github.com/IrishMarineInstitute/om,https://github.com/IrishMarineInstitute/om.git,master,false,public,144,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/particulate,https://github.com/IrishMarineInstitute/particulate,https://github.com/IrishMarineInstitute/particulate.git,master,false,public,1229,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/pd0-parser,https://github.com/IrishMarineInstitute/pd0-parser,https://github.com/IrishMarineInstitute/pd0-parser.git,master,false,public,1354,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/pipeline-sql-es,https://github.com/IrishMarineInstitute/pipeline-sql-es,https://github.com/IrishMarineInstitute/pipeline-sql-es.git,master,false,public,26012,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/published-data-sets,https://github.com/IrishMarineInstitute/published-data-sets,https://github.com/IrishMarineInstitute/published-data-sets.git,master,false,public,28973,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/qartod-automated-qc,https://github.com/IrishMarineInstitute/qartod-automated-qc,https://github.com/IrishMarineInstitute/qartod-automated-qc.git,main,false,public,254,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/sdc-ld,https://github.com/IrishMarineInstitute/sdc-ld,https://github.com/IrishMarineInstitute/sdc-ld.git,master,false,public,2,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/search-erddaps,https://github.com/IrishMarineInstitute/search-erddaps,https://github.com/IrishMarineInstitute/search-erddaps.git,master,false,public,41,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/sensor-observation-service,https://github.com/IrishMarineInstitute/sensor-observation-service,https://github.com/IrishMarineInstitute/sensor-observation-service.git,master,false,public,31,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/shellfish-fisheries,https://github.com/IrishMarineInstitute/shellfish-fisheries,https://github.com/IrishMarineInstitute/shellfish-fisheries.git,main,false,public,112222,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/shiny-workshop,https://github.com/IrishMarineInstitute/shiny-workshop,https://github.com/IrishMarineInstitute/shiny-workshop.git,master,false,public,0,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/simpleWebChart,https://github.com/IrishMarineInstitute/simpleWebChart,https://github.com/IrishMarineInstitute/simpleWebChart.git,master,false,public,168,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/smartbay-audio-player,https://github.com/IrishMarineInstitute/smartbay-audio-player,https://github.com/IrishMarineInstitute/smartbay-audio-player.git,master,false,public,90,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/spaceobsphyto,https://github.com/IrishMarineInstitute/spaceobsphyto,https://github.com/IrishMarineInstitute/spaceobsphyto.git,master,false,public,526,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/species-dashboard,https://github.com/IrishMarineInstitute/species-dashboard,https://github.com/IrishMarineInstitute/species-dashboard.git,master,false,public,282599,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/speciesdash,https://github.com/IrishMarineInstitute/speciesdash,https://github.com/IrishMarineInstitute/speciesdash.git,master,false,public,154757,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
